MovieID,mean_rating,count,popularity_score
291,2.128205128205128,39,2.4266342819303817
292,3.267857142857143,616,3.273011309607969
293,4.100515463917525,776,4.094026819102529
294,3.0285714285714285,35,3.1534462181019713
295,2.761904761904762,21,3.0291961230512485
296,4.2888026607538805,1804,4.284953186226344
297,3.0454545454545454,22,3.215783744205897
298,3.9444444444444446,18,3.818038564806739
299,3.7017543859649122,114,3.692782901730554
300,3.7330827067669174,532,3.730452176779684
301,3.3076923076923075,39,3.3654097921344635
302,3.7142857142857144,70,3.698813497682359
303,2.9789156626506026,332,2.996798478990026
304,3.1176470588235294,34,3.2251154503315616
305,2.56,100,2.6536825437689884
306,4.233812949640288,278,4.211475971578433
307,4.097297297297297,185,4.071308101613275
308,3.9215686274509802,153,3.90125815837171
309,3.769230769230769,39,3.7327567309099736
310,2.25,4,3.20750570104205
311,3.0,1,3.536825437689882
312,2.329113924050633,79,2.470843593422345
313,2.880952380952381,42,3.017405381049783
314,3.869198312236287,237,3.8579153028930717
315,2.7478991596638656,119,2.813217672981308
316,3.494130202774813,937,3.4951479195507797
317,3.2514851485148513,505,3.258068116144832
318,4.559891598915989,1845,4.5546658112208025
319,3.885321100917431,218,3.8723907009411787
320,3.3043478260869565,23,3.391063024684506
321,3.6808510638297873,47,3.6650014002559423
322,3.7218543046357615,151,3.7136961479167
324,4.0,25,3.8830022804168203
325,2.3157894736842106,38,2.581355829470598
326,4.3061224489795915,49,4.184831861264215
327,2.6441281138790034,281,2.67664975881302
328,3.089430894308943,123,3.1271058632675843
329,3.369879518072289,830,3.37250604739832
330,2.7304347826086954,115,2.7992406385167095
331,3.2142857142857144,14,3.371044992274529
332,2.613138686131387,137,2.679626393296522
333,3.501577287066246,317,3.5042968801669376
334,3.901098901098901,91,3.870347324896918
335,3.515151515151515,33,3.532676274757877
336,2.6875,16,3.0348107620995655
337,3.800373134328358,536,3.7965294502098694
338,2.9261363636363638,176,2.9618552678203693
339,3.49250936329588,534,3.4943108084826995
340,3.15,60,3.2129297116369813
341,3.8333333333333335,24,3.7619141121937854
342,3.705188679245283,424,3.702546266853891
343,2.4705882352941178,34,2.7251154503315616
344,3.1268533772652387,607,3.134368038597388
345,3.806366047745358,377,3.8007883199343375
346,3.5306122448979593,98,3.5361581464313767
347,3.210526315789474,38,3.2896891628039313
348,3.684065934065934,364,3.6815643845309856
349,3.7460496613995486,886,3.7443137051502107
350,3.370546318289786,421,3.375649837156818
351,3.3507109004739335,211,3.361561447124836
352,3.0833333333333335,96,3.131179998250837
353,3.4378194207836454,587,3.440377018114889
354,3.148936170212766,47,3.226404909027872
355,2.352112676056338,213,2.407646097823268
356,4.080858085808581,1818,4.078175645412795
357,3.743486973947896,998,3.7419693252128856
358,3.1869158878504673,107,3.2214109385862284
359,3.2222222222222223,18,3.3537528505210252
360,2.484848484848485,99,2.586285135913658
361,3.396039603960396,202,3.4052126406348524
362,3.3802083333333335,192,3.3906192070029144
363,4.254901960784314,51,4.1459849149932575
364,3.8762541806020065,897,3.8731037263666908
365,3.1132075471698113,53,3.1889695208664874
366,2.7953488372093025,215,2.830689243620394
367,3.3100616016427105,974,3.3129116664782403
368,3.520865533230294,647,3.521925540052646
369,3.3488372093023258,43,3.394435468199787
370,2.9006024096385543,332,2.92077508717716
371,3.1775147928994083,169,3.200587038070328
372,3.1656976744186047,344,3.177697965577934
373,3.8415841584158414,202,3.829740942521645
374,2.0833333333333335,144,2.1812018169778487
375,3.2857142857142856,7,3.465004694975806
376,3.261648745519713,279,3.273027957835947
377,3.571958456973294,1348,3.5720950514098595
378,2.869565217391304,115,2.9272406385167096
379,2.870422535211268,355,2.8901509036016133
380,3.653169014084507,1136,3.6526222336951037
381,3.1728395061728394,162,3.197122557061562
382,2.9424778761061945,226,2.969936778875376
383,3.278538812785388,219,3.2921619205877235
384,2.896551724137931,29,3.074489226015095
385,3.5,8,3.5502822119215947
386,2.75,24,2.9972082298408442
387,2.727272727272727,88,2.8153579572917216
388,3.64,75,3.6341774095833963
389,3.6842105263157894,19,3.6518993039513346
390,3.5531914893617023,47,3.559738242361205
391,3.4375,32,3.4739304717759216
392,2.6666666666666665,18,2.996609993378168
393,1.8414634146341464,82,2.031576954506399
394,3.6666666666666665,18,3.639467136235311
397,2.4166666666666665,12,2.9502309006631227
401,2.0,1,3.445916346780791
404,3.75,4,3.636077129613479
405,2.103030303030303,165,2.1880290275119356
406,3.6,5,3.593671987639247
407,2.8841463414634148,164,2.9247418380148775
408,3.4482758620689653,58,3.4691923502145396
409,3.0,35,3.1312239958797488
410,2.8646408839779007,362,2.884153440361797
411,2.6363636363636362,11,3.090718086408986
412,3.539473684210526,228,3.5416179824142384
413,2.5120481927710845,166,2.573324317128345
414,2.609375,64,2.7419605380349825
415,2.5306122448979593,147,2.5981215274814566
416,2.4444444444444446,72,2.5842082904218135
417,3.503067484662577,163,3.508121848639241
418,2.5416666666666665,24,2.8501494063114325
419,2.2203389830508473,118,2.3273834360514742
420,2.52014652014652,273,2.5579684799102074
421,3.3766233766233764,77,3.4012078139607897
422,3.0714285714285716,42,3.1712515348959367
423,3.122905027932961,179,3.147645924944914
424,2.611111111111111,54,2.7641418721029485
425,3.630952380952381,84,3.626649785261582
426,3.0782608695652174,230,3.099604499227453
427,2.356060606060606,132,2.442993519821047
428,3.9174757281553396,206,3.902338332474948
429,2.385135135135135,148,2.461424555788536
430,2.466666666666667,15,2.916203192583548
431,3.676375404530744,309,3.6736836357824094
432,2.560126582278481,316,2.5917333736643826
433,2.736842105263158,38,2.9146891628039313
434,3.1003521126760565,568,3.1088323180183193
435,2.59478672985782,422,2.6178358329041402
436,2.7522935779816513,109,2.822731763147804
437,2.0652173913043477,46,2.337590710974798
438,2.6746031746031744,126,2.7419491162837404
439,4.5,2,3.7420899845490587
440,3.8274044795783926,759,3.824323900929244
441,3.7101727447216892,521,3.7079191710255905
442,2.9597701149425286,522,2.9716260898770464
443,3.44,25,3.48300228041682
444,2.3384615384615386,65,2.505401064194516
445,2.6626506024096384,83,2.7624202130600937
446,4.085714285714285,210,4.06320490824813
447,2.4166666666666665,24,2.7619141121937854
448,3.562162162162162,185,3.5636157939209676
449,3.6792452830188678,53,3.6651599970569637
450,3.2967032967032965,182,3.3120056240343163
451,3.1931818181818183,88,3.233725304230497
452,3.235294117647059,34,3.3160245412406524
453,3.230769230769231,52,3.288791609912721
454,3.5406203840472674,677,3.541346549948455
455,2.5688073394495414,218,2.613618771116617
456,4.0,73,3.9506636122239605
457,4.115523465703971,1662,4.11238342094174
458,3.253731343283582,67,3.2974685690206327
459,2.814159292035398,113,2.8772770716633227
460,2.6956521739130435,23,2.966820600442082
461,3.414285714285714,70,3.4363134976823586
462,2.727272727272727,22,2.997033744205897
463,2.675675675675676,37,2.870320847118909
464,2.7413793103448274,174,2.7875276076879816
465,3.3452380952380953,84,3.371330636325412
466,2.7794759825327513,458,2.7968057260995485
467,3.1555555555555554,45,3.2346378148107036
468,3.238095238095238,273,3.2505479852105608
469,3.019230769230769,52,3.1113722550740115
470,1.7878787878787878,33,2.2070948794090395
471,3.6091476091476093,481,3.608767983329101
472,2.6176470588235294,34,2.838751813967925
473,2.2288135593220337,118,2.3351959360514742
474,3.8278061224489797,784,3.824817480874797
475,3.855371900826446,242,3.8448614278356694
476,2.423076923076923,26,2.7473633281830194
477,3.4358974358974357,156,3.4452113241842692
478,2.5,20,2.86350266048629
479,2.834862385321101,109,2.8983620152486447
480,3.7555953446732318,2234,3.754859661236448
481,3.345833333333333,240,3.355620319258355
482,3.5342465753424657,146,3.5378530757345428
483,3.574074074074074,54,3.5766418721029485
484,2.64,25,2.9115737089882487
485,2.50363196125908,413,2.5293264298217224
486,2.787878787878788,33,2.974536739874156
487,2.7777777777777777,45,2.9255469057197945
488,3.4482758620689653,29,3.484745636271505
489,2.4393939393939394,66,2.5908563133498514
490,3.37007874015748,127,3.3861684657999174
491,3.3144654088050314,159,3.3307992888437203
492,3.7386363636363638,264,3.7332302183014185
493,3.598360655737705,244,3.5980514953330265
494,3.3461538461538463,338,3.3531755167085877
495,3.3684210526315788,38,3.4146891628039313
496,3.1379310344827585,29,3.2539764055022746
497,3.970479704797048,542,3.9635961590843998
498,2.6857142857142855,35,2.8867795514353043
499,2.6315789473684212,38,2.831355829470598
500,3.428125,640,3.4306231997147516
501,3.6621621621621623,74,3.6536319025546273
502,1.915966386554622,119,2.0457758125161916
503,3.888888888888889,9,3.7318463060309846
504,2.939189189189189,148,2.980411897560688
505,2.462962962962963,54,2.6391418721029485
506,3.4819277108433737,83,3.493603008759018
507,3.50199203187251,251,3.505383447565474
508,3.9178082191780823,438,3.910502410300421
509,3.6401673640167362,478,3.6391497537184194
510,2.3870967741935485,31,2.6806117027948466
511,3.121739130434783,115,3.1592406385167098
512,2.9210526315789473,152,2.9623770358925228
513,3.0980392156862746,51,3.178771800239159
514,3.58273381294964,278,3.5830037493562106
515,3.9161676646706587,334,3.906700813414502
516,2.8900523560209423,191,2.924900894599944
517,3.1903225806451614,310,3.2028283744205894
518,2.518181818181818,110,2.607542331788239
519,1.962962962962963,162,2.057587673340632
520,2.9295774647887325,284,2.9520580946074446
521,3.4022988505747125,87,3.4217018537586465
522,3.5925925925925926,54,3.5922668721029485
523,3.5789473684210527,95,3.580048379186559
524,3.6158038147138964,367,3.615132837704479
525,2.5833333333333335,12,3.041139991572214
526,2.5,8,3.10583776747715
527,4.50258531540848,1934,4.497893559575406
528,2.558139534883721,43,2.7529260342375226
529,3.9573378839590445,586,3.951183019823135
530,3.0,1,3.536825437689882
531,3.7472118959107807,269,3.7415952681526474
532,3.0373831775700935,321,3.0540938967208118
533,2.680722891566265,166,2.732415226219254
534,3.8646288209606987,229,3.8531593297681535
535,3.8188976377952755,254,3.8102465144491995
536,3.1944444444444446,36,3.280545213360624
537,3.01840490797546,163,3.0514744497953106
538,3.831275720164609,243,3.821759208753315
539,3.786445012787724,782,3.783971060371955
540,2.1971830985915495,142,2.2888492093065045
541,4.311842105263158,1520,4.30712750314679
542,2.7482014388489207,139,2.8047320792925414
543,3.3677536231884058,552,3.371717223869375
544,2.6095238095238096,105,2.6948267809964235
545,2.0,1,3.445916346780791
546,1.7836879432624113,282,1.8455653418307831
547,2.895238095238095,105,2.9556963462138146
548,2.5588235294117645,102,2.650938212630256
549,3.826771653543307,127,3.809526130033494
550,3.050359712230216,139,3.086611273923414
551,3.698473282442748,786,3.6971169344404378
552,3.238095238095238,420,3.246290883289741
553,3.8772727272727274,440,3.8709001773657525
554,2.6818181818181817,22,2.965783744205897
555,3.9415094339622643,530,3.935009407064053
556,4.257142857142857,105,4.19917460708338
557,4.5,2,3.7420899845490587
558,2.635514018691589,107,2.717137434312724
559,3.0,5,3.3936719876392467
560,3.7142857142857144,7,3.6414752832111
561,3.5555555555555554,9,3.5739515691888792
562,3.7774936061381075,391,3.772830622979024
563,3.3333333333333335,12,3.4502309006631227
564,2.3461538461538463,26,2.691807772627464
565,2.9574468085106385,47,3.068510172185767
566,3.0,11,3.2811942768851763
567,3.8181818181818183,11,3.709765705456605
568,3.888888888888889,27,3.808245400394289
569,2.971830985915493,71,3.0482108619085024
570,3.1052631578947367,19,3.2725889591237483
571,3.4285714285714284,28,3.471186310910229
572,3.0,2,3.4920899845490587
573,3.4375,16,3.496349223638027
574,3.5,144,3.5058771416531735
575,2.7590361445783134,83,2.8484417184364377
577,2.8947368421052633,38,3.0396891628039313
579,2.0,1,3.445916346780791
580,3.2,45,3.27100145117434
581,4.0588235294117645,102,4.0170096412016845
582,3.0,2,3.4920899845490587
583,3.6956521739130435,23,3.663790297411779
585,2.8854489164086687,323,2.906621861305071
586,3.1414538310412574,509,3.1501061268103827
587,3.500563697857948,887,3.5015664211979804
588,3.7873873873873873,1110,3.78562953554874
589,4.0678633975481615,2284,4.06578251081717
590,3.899497487437186,1194,3.8969311294141105
591,2.0,2,3.3254233178823918
592,3.589545844044559,1167,3.58955401853406
593,4.359832635983263,2151,4.356272595934562
594,3.8419243986254297,582,3.837677499686805
595,3.889679715302491,843,3.8861724265118274
596,3.753846153846154,390,3.7497626995364715
597,3.6735436893203883,824,3.672548057331641
598,4.333333333333333,6,3.869067488411794
599,4.117370892018779,213,4.093744752531787
600,3.3333333333333335,18,3.4251814219495964
601,3.0,1,3.536825437689882
602,4.233333333333333,30,4.072626995364717
603,3.0238095238095237,42,3.132789996434398
605,3.36046511627907,172,3.373104834146092
606,2.22972972972973,74,2.3917271406498655
607,1.0,1,3.3550072558717003
608,4.260727611940299,2144,4.257616100192474
609,2.769230769230769,52,2.9016948357191725
610,3.5727969348659006,522,3.5731298492755426
611,2.489130434782609,184,2.545902473271076
612,2.3620689655172415,58,2.5427217619792457
613,3.646153846153846,65,3.638734397527849
614,2.5,6,3.181567488411794
615,4.12280701754386,57,4.043359400217742
616,3.375,224,3.3842097427973874
617,3.5,12,3.541139991572214
618,1.6,5,2.9270053209725804
619,2.8095238095238093,21,3.0614541875673775
621,3.764705882352941,34,3.7251154503315616
623,3.0,2,3.4920899845490587
624,4.0,1,3.627734528598973
626,2.142857142857143,14,2.746044992274529
627,3.550561797752809,89,3.554596765803926
628,3.901554404145078,386,3.8936996965014865
630,2.4,5,3.193671987639247
631,2.0892857142857144,56,2.316743633554374
632,3.5555555555555554,9,3.5739515691888792
633,3.764705882352941,17,3.700188141281063
634,1.0,2,3.1587566512157252
635,3.65,60,3.64150114020841
637,2.5,112,2.5893859001195794
638,3.1538461538461537,13,3.343699122373422
639,2.6721311475409837,61,2.801479997388573
640,2.685185185185185,54,2.8266418721029485
641,1.0,1,3.3550072558717003
642,2.0,1,3.445916346780791
643,2.0,3,3.2234676780452847
644,2.0,1,3.445916346780791
645,3.5384615384615383,13,3.5610904267212478
647,3.5555555555555554,333,3.556574576718917
648,3.4230430958663147,1137,3.4245031210240526
649,4.076923076923077,13,3.8654382528082043
650,3.4285714285714284,70,3.448813497682359
651,2.0,1,3.445916346780791
652,3.2,5,3.4603386543059136
653,3.2343434343434345,495,3.2413961976526506
655,1.0,1,3.3550072558717003
656,2.6153846153846154,26,2.8862522170719083
657,3.0,1,3.536825437689882
659,3.6875,16,3.650195377484181
660,2.0,1,3.445916346780791
661,3.4394299287410925,421,3.4429352199874446
662,2.967741935483871,93,3.028204658394065
663,3.3969849246231156,199,3.4062444010267403
664,3.1666666666666665,6,3.431567488411794
665,3.6785714285714284,28,3.6553968372260184
666,2.0,1,3.445916346780791
667,2.119047619047619,42,2.4020207656651675
668,4.361111111111111,36,4.1935886916214935
669,4.25,16,3.996349223638027
670,4.413043478260869,46,4.266162139546227
671,3.661290322580645,372,3.6594373817135826
672,2.0,2,3.3254233178823918
673,2.6345733041575494,457,2.6550429974616456
674,3.0283018867924527,318,3.0454423165078923
678,4.261410788381743,241,4.234681592886807
679,4.0,1,3.627734528598973
680,3.306122448979592,49,3.3543233866879443
681,4.0,11,3.8050038006947
682,4.0,2,3.6587566512157252
684,1.0,1,3.3550072558717003
685,3.260869565217391,23,3.3607599943814757
687,3.5,2,3.5754233178823918
688,2.2267441860465116,172,2.3016762627175202
690,2.0,2,3.3254233178823918
691,3.139784946236559,93,3.183544464219308
692,2.1363636363636362,88,2.2847457123937622
694,2.6964285714285716,112,2.7697137689720384
695,3.1965811965811968,117,3.227599053658179
696,3.3333333333333335,3,3.5311599857375926
697,2.5806451612903225,62,2.720903886313732
698,2.2,5,3.12700532097258
700,3.2314814814814814,108,3.2619074560558365
702,3.727272727272727,22,3.684533744205897
703,1.5714285714285714,7,2.7591223420346296
704,2.4375,32,2.7120257098711598
705,3.8181818181818183,22,3.747033744205897
706,1.0,1,3.3550072558717003
707,3.0765765765765765,222,3.0987287923042617
708,3.4444444444444446,531,3.4471443249807554
709,2.9464285714285716,112,2.99922196569335
710,2.4054054054054053,37,2.6575548896721
711,2.4909090909090907,55,2.660078150993672
712,4.0,1,3.627734528598973
714,3.9298245614035086,114,3.902460321085393
715,3.6666666666666665,36,3.6501104307519285
716,2.761904761904762,21,3.0291961230512485
718,3.3684210526315788,19,3.4450027522271967
719,2.864130434782609,184,2.901572576363859
720,4.422740524781341,343,4.399164532052659
722,3.75,24,3.703090582782021
724,3.1171171171171173,333,3.1309186000425324
725,2.63768115942029,69,2.758292149551756
726,3.0,4,3.4217914153277644
728,3.7588235294117647,170,3.749472665636604
729,3.6666666666666665,3,3.6080830626606692
730,1.0,1,3.3550072558717003
